Influenza_Season,State,CDPH_HAI_HCP_FLU_VAX,County,Facility_ID,Facility_Name,HCP_Percent_Vaccinated,On Track to Achieve 90% by 2020 (>=84% in 2017-18)
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Santa Clara,70001349,Lucile Packard Children's Hospital Stanford,89,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Santa Clara,70000154,Mission Oaks Hospital,80,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Santa Clara,70000146,O'Connor Hospital,84,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Santa Clara,70000133,Regional Medical Center of San Jose,64,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Santa Clara,70000149,Santa Clara Valley Medical Center,64,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Santa Clara,70000635,St. Louise Regional Hospital,91,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Santa Clara,70001357,Stanford Health Care,93,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Santa Cruz,70000139,Dominican Hospital,95,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Santa Cruz,70000959,Sutter Maternity & Surgery Center of Santa Cruz,90,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Santa Cruz,70000155,Watsonville Community Hospital,77,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Shasta,230000009,Mayers Memorial Hospital,93,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Shasta,230000010,Mercy Medical Center Redding,90,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Shasta,230000444,Patients' Hospital of Redding,96,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Shasta,230000016,Shasta Regional Medical Center,96,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Shasta,230000422,Vibra Hospital of Northern California,95,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Siskiyou,230000019,Fairchild Medical Center,92,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Siskiyou,230000012,Mercy Medical Center Mt. Shasta,87,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Solano,110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",80,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Solano,630012364,"Kaiser Foundation Hospital, Vacaville",84,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Solano,110000010,Northbay Medical Center,91,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Solano,110000378,Northbay Vacavalley Hospital,92,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Solano,110000068,Sutter Solano Medical Center,86,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Sonoma,110000009,Healdsburg District Hospital,81,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Sonoma,110000508,"Kaiser Foundation Hospital, Santa Rosa",86,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Sonoma,110000040,Petaluma Valley Hospital,69,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Sonoma,140001268,Santa Rosa Memorial Hospital,82,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Sonoma,150000050,Sonoma Developmental Center,64,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Sonoma,110000056,Sonoma Valley Hospital,80,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Sonoma,110000038,Sonoma West Medical Center,76,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Sonoma,110000007,Sutter Santa Rosa Regional Hospital,78,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Stanislaus,30000129,Central Valley Specialty Hospital,76,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Stanislaus,30000122,Doctors Medical Center,83,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Stanislaus,30000125,Emanuel Medical Center,88,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Stanislaus,630016419,HealthSouth Rehabilitation Hospital of Modesto,95,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Stanislaus,630011683,"Kaiser Foundation Hospital, Modesto",84,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Stanislaus,30000123,Memorial Medical Center,78,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Stanislaus,30000131,Oak Valley Hospital District,80,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Stanislaus,30001661,Stanislaus Surgical Hospital,93,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Sutter,630011844,"Sutter Surgical Hospital, North Valley",80,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Tehama,230000020,St. Elizabeth Community Hospital,94,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Trinity,230000022,Trinity Hospital,87,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Tulare,120001444,Kaweah Delta Medical Center,98,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Tulare,170001874,Porterville Developmental Center,79,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Tulare,120001464,Sierra View Medical Center,83,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Tulare,120001467,Tulare Regional Medical Center,64,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Tuolumne,30001799,Adventist Health Sonora,78,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Ventura,50000455,Adventist Health Simi Valley,81,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Ventura,50000014,"Community Memorial Hospital, San Buenaventura",83,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Ventura,50000020,Los Robles Hospital & Medical Center,77,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Ventura,50000553,"Los Robles Hospital & Medical Center, East Campus",65,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Ventura,50000023,Ojai Valley Community Hospital,77,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Ventura,50000026,St Johns Pleasant Valley Hospital,67,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Ventura,50000035,St Johns Regional Medical Center,78,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Ventura,50001468,Thousand Oaks Surgical Hospital,65,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Ventura,50000039,Ventura County Medical Center,84,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Ventura,630010957,"Ventura County Medical Center, Santa Paula Hospital",82,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Yolo,30000149,Sutter Davis Hospital,81,No
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Yolo,30000146,Woodland Memorial Hospital,93,Yes
2017-18,California,"California Department of Public Health, Healthcare-Associated Infections Program, Health Care Personnel Influenza Vaccination",Yuba,230000261,Rideout Memorial Hospital,91,Yes
